,code,exchange,month,num,price,year
0,SBER,MOEX,12,21586948000,79.06,2011
1,SBERP,MOEX,12,1000000000,58.85,2011
2,SBERP,MOEX,3,1000000000,78.33,2012
3,SBER,MOEX,3,21586948000,95.14,2012
4,SBERP,MOEX,6,1000000000,61.43,2012
5,SBER,MOEX,6,21586948000,85.44,2012
6,SBERP,MOEX,9,1000000000,66.91,2012
7,SBER,MOEX,9,21586948000,90.89,2012
8,SBER,MOEX,12,21586948000,92.85,2012
9,SBERP,MOEX,12,1000000000,67.56,2012
10,SBER,MOEX,3,21586948000,98.77,2013
11,SBERP,MOEX,3,1000000000,75.1,2013
12,SBERP,MOEX,6,1000000000,70.05,2013
13,SBER,MOEX,6,21586948000,93.48,2013
14,SBERP,MOEX,9,1000000000,74.97,2013
15,SBER,MOEX,9,21586948000,97.73,2013
16,SBERP,MOEX,12,1000000000,79.8,2013
17,SBER,MOEX,12,21586948000,101.04,2013
18,SBERP,MOEX,3,1000000000,66.38,2014
19,SBER,MOEX,3,21586948000,82.35,2014
20,SBER,MOEX,6,21586948000,83.71,2014
21,SBERP,MOEX,6,1000000000,69.23,2014
22,SBER,MOEX,9,21586948000,76.55,2014
23,SBERP,MOEX,9,1000000000,57.64,2014
24,SBERP,MOEX,12,1000000000,37.69,2014
25,SBER,MOEX,12,21586948000,53.91,2014
26,SBERP,MOEX,3,1000000000,45.47,2015
27,SBER,MOEX,3,21586948000,62.53,2015
28,SBERP,MOEX,6,1000000000,47.98,2015
29,SBER,MOEX,6,21586948000,71.44,2015
30,SBER,MOEX,9,21586948000,75.92,2015
31,SBERP,MOEX,9,1000000000,57.65,2015
32,SBER,MOEX,12,21586948000,101.18,2015
33,SBERP,MOEX,12,1000000000,76.33,2015
34,SBERP,MOEX,3,1000000000,78.44,2016
35,SBER,MOEX,3,21586948000,109.04,2016
36,SBERP,MOEX,6,1000000000,89.6,2016
37,SBER,MOEX,6,21586948000,132.97,2016
38,SBERP,MOEX,9,1000000000,106.61,2016
39,SBER,MOEX,9,21586948000,145.69,2016
40,SBER,MOEX,12,21586948000,171.85,2016
41,SBERP,MOEX,12,1000000000,130.19,2016
42,SBER,MOEX,3,21586948000,161.03,2017
43,SBERP,MOEX,3,1000000000,121.06,2017
44,SBERP,MOEX,6,1000000000,118.26,2017
45,SBER,MOEX,6,21586948000,145.55,2017
46,SBERP,MOEX,9,1000000000,156.06,2017
47,SBER,MOEX,9,21586948000,192.23,2017
48,SBERP,MOEX,12,1000000000,190.26,2017
49,SBER,MOEX,12,21586948000,225.08,2017
50,SBERP,MOEX,3,1000000000,214.63,2018
51,SBER,MOEX,3,21586948000,253.8,2018
52,SBER,MOEX,6,21586948000,215.29,2018
53,SBERP,MOEX,6,1000000000,186.24,2018
54,SBER,MOEX,9,21586948000,202.67,2018
55,SBERP,MOEX,9,1000000000,171.15,2018
56,SBERP,MOEX,12,1000000000,165.97,2018
57,SBER,MOEX,12,21586948000,186.07,2018
58,SBERP,MOEX,3,1000000000,190.02,2019
59,SBER,MOEX,3,21586948000,216.21,2019
60,SBERP,MOEX,6,1000000000,206.5,2019
61,SBER,MOEX,6,21586948000,239.56,2019
62,SBER,MOEX,9,21586948000,227.43,2019
63,SBERP,MOEX,9,1000000000,200.72,2019
64,SBER,MOEX,12,21586948000,253.95,2019
65,SBERP,MOEX,12,1000000000,227.85,2019
66,SBERP,MOEX,3,1000000000,176.48,2020
67,SBER,MOEX,3,21586948000,186.56,2020
68,SBERP,MOEX,6,1000000000,188.79,2020
69,SBER,MOEX,6,21586948000,203.67,2020
70,SBERP,MOEX,9,1000000000,220.76,2020
71,SBER,MOEX,9,21586948000,227.24,2020
72,SBER,MOEX,12,21586948000,272.08,2020
73,SBERP,MOEX,12,1000000000,242.28,2020
74,SBER,MOEX,3,21586948000,292.04,2021
75,SBERP,MOEX,3,1000000000,271.42,2021
76,SBERP,MOEX,6,1000000000,281.11,2021
77,SBER,MOEX,6,21586948000,304.98,2021
78,SBERP,MOEX,9,1000000000,314.71,2021
79,SBER,MOEX,9,21586948000,335.97,2021
80,SBERP,MOEX,12,1000000000,278.09,2021
81,SBER,MOEX,12,21586948000,293.17,2021
82,SBERP,MOEX,3,1000000000,141.62,2022
83,SBER,MOEX,3,21586948000,140.76,2022
84,SBER,MOEX,6,21586948000,128.68,2022
85,SBERP,MOEX,6,1000000000,123.55,2022
86,SBER,MOEX,9,21586948000,109.02,2022
87,SBERP,MOEX,9,1000000000,104.65,2022
88,SBERP,MOEX,12,1000000000,140.34,2022
89,SBER,MOEX,12,21586948000,140.81,2022
90,SBERP,MOEX,3,1000000000,213.73,2023
91,SBER,MOEX,3,21586948000,214.09,2023
92,SBERP,MOEX,6,1000000000,237.31,2023
93,SBER,MOEX,6,21586948000,239.45,2023
94,SBER,MOEX,9,21586948000,260.75,2023
95,SBERP,MOEX,9,1000000000,260.38,2023
96,SBER,MOEX,12,21586948000,271.58,2023
97,SBERP,MOEX,12,1000000000,272.49,2023
98,SBERP,MOEX,3,1000000000,298.81,2024
99,SBER,MOEX,3,21586948000,298.66,2024
100,SBER,MOEX,12,21586948000,79.06,2011
101,SBERP,MOEX,12,1000000000,58.85,2011
102,SBERP,MOEX,3,1000000000,78.33,2012
103,SBER,MOEX,3,21586948000,95.14,2012
104,SBERP,MOEX,6,1000000000,61.43,2012
105,SBER,MOEX,6,21586948000,85.44,2012
106,SBERP,MOEX,9,1000000000,66.91,2012
107,SBER,MOEX,9,21586948000,90.89,2012
108,SBER,MOEX,12,21586948000,92.85,2012
109,SBERP,MOEX,12,1000000000,67.56,2012
110,SBER,MOEX,3,21586948000,98.77,2013
111,SBERP,MOEX,3,1000000000,75.1,2013
112,SBERP,MOEX,6,1000000000,70.05,2013
113,SBER,MOEX,6,21586948000,93.48,2013
114,SBERP,MOEX,9,1000000000,74.97,2013
115,SBER,MOEX,9,21586948000,97.73,2013
116,SBERP,MOEX,12,1000000000,79.8,2013
117,SBER,MOEX,12,21586948000,101.04,2013
118,SBERP,MOEX,3,1000000000,66.38,2014
119,SBER,MOEX,3,21586948000,82.35,2014
120,SBER,MOEX,6,21586948000,83.71,2014
121,SBERP,MOEX,6,1000000000,69.23,2014
122,SBER,MOEX,9,21586948000,76.55,2014
123,SBERP,MOEX,9,1000000000,57.64,2014
124,SBERP,MOEX,12,1000000000,37.69,2014
125,SBER,MOEX,12,21586948000,53.91,2014
126,SBERP,MOEX,3,1000000000,45.47,2015
127,SBER,MOEX,3,21586948000,62.53,2015
128,SBERP,MOEX,6,1000000000,47.98,2015
129,SBER,MOEX,6,21586948000,71.44,2015
130,SBER,MOEX,9,21586948000,75.92,2015
131,SBERP,MOEX,9,1000000000,57.65,2015
132,SBER,MOEX,12,21586948000,101.18,2015
133,SBERP,MOEX,12,1000000000,76.33,2015
134,SBERP,MOEX,3,1000000000,78.44,2016
135,SBER,MOEX,3,21586948000,109.04,2016
136,SBERP,MOEX,6,1000000000,89.6,2016
137,SBER,MOEX,6,21586948000,132.97,2016
138,SBERP,MOEX,9,1000000000,106.61,2016
139,SBER,MOEX,9,21586948000,145.69,2016
140,SBER,MOEX,12,21586948000,171.85,2016
141,SBERP,MOEX,12,1000000000,130.19,2016
142,SBER,MOEX,3,21586948000,161.03,2017
143,SBERP,MOEX,3,1000000000,121.06,2017
144,SBERP,MOEX,6,1000000000,118.26,2017
145,SBER,MOEX,6,21586948000,145.55,2017
146,SBERP,MOEX,9,1000000000,156.06,2017
147,SBER,MOEX,9,21586948000,192.23,2017
148,SBERP,MOEX,12,1000000000,190.26,2017
149,SBER,MOEX,12,21586948000,225.08,2017
150,SBERP,MOEX,3,1000000000,214.63,2018
151,SBER,MOEX,3,21586948000,253.8,2018
152,SBER,MOEX,6,21586948000,215.29,2018
153,SBERP,MOEX,6,1000000000,186.24,2018
154,SBER,MOEX,9,21586948000,202.67,2018
155,SBERP,MOEX,9,1000000000,171.15,2018
156,SBERP,MOEX,12,1000000000,165.97,2018
157,SBER,MOEX,12,21586948000,186.07,2018
158,SBERP,MOEX,3,1000000000,190.02,2019
159,SBER,MOEX,3,21586948000,216.21,2019
160,SBERP,MOEX,6,1000000000,206.5,2019
161,SBER,MOEX,6,21586948000,239.56,2019
162,SBER,MOEX,9,21586948000,227.43,2019
163,SBERP,MOEX,9,1000000000,200.72,2019
164,SBER,MOEX,12,21586948000,253.95,2019
165,SBERP,MOEX,12,1000000000,227.85,2019
166,SBERP,MOEX,3,1000000000,176.48,2020
167,SBER,MOEX,3,21586948000,186.56,2020
168,SBERP,MOEX,6,1000000000,188.79,2020
169,SBER,MOEX,6,21586948000,203.67,2020
170,SBERP,MOEX,9,1000000000,220.76,2020
171,SBER,MOEX,9,21586948000,227.24,2020
172,SBER,MOEX,12,21586948000,272.08,2020
173,SBERP,MOEX,12,1000000000,242.28,2020
174,SBER,MOEX,3,21586948000,292.04,2021
175,SBERP,MOEX,3,1000000000,271.42,2021
176,SBERP,MOEX,6,1000000000,281.11,2021
177,SBER,MOEX,6,21586948000,304.98,2021
178,SBERP,MOEX,9,1000000000,314.71,2021
179,SBER,MOEX,9,21586948000,335.97,2021
180,SBERP,MOEX,12,1000000000,278.09,2021
181,SBER,MOEX,12,21586948000,293.17,2021
182,SBERP,MOEX,3,1000000000,141.62,2022
183,SBER,MOEX,3,21586948000,140.76,2022
184,SBER,MOEX,6,21586948000,128.68,2022
185,SBERP,MOEX,6,1000000000,123.55,2022
186,SBER,MOEX,9,21586948000,109.02,2022
187,SBERP,MOEX,9,1000000000,104.65,2022
188,SBERP,MOEX,12,1000000000,140.34,2022
189,SBER,MOEX,12,21586948000,140.81,2022
190,SBERP,MOEX,3,1000000000,213.73,2023
191,SBER,MOEX,3,21586948000,214.09,2023
192,SBERP,MOEX,6,1000000000,237.31,2023
193,SBER,MOEX,6,21586948000,239.45,2023
194,SBER,MOEX,9,21586948000,260.75,2023
195,SBERP,MOEX,9,1000000000,260.38,2023
196,SBER,MOEX,12,21586948000,271.58,2023
197,SBERP,MOEX,12,1000000000,272.49,2023
198,SBERP,MOEX,3,1000000000,298.81,2024
199,SBER,MOEX,3,21586948000,298.66,2024
200,SBER,MOEX,12,21586948000,79.06,2011
201,SBERP,MOEX,12,1000000000,58.85,2011
202,SBERP,MOEX,3,1000000000,78.33,2012
203,SBER,MOEX,3,21586948000,95.14,2012
204,SBERP,MOEX,6,1000000000,61.43,2012
205,SBER,MOEX,6,21586948000,85.44,2012
206,SBERP,MOEX,9,1000000000,66.91,2012
207,SBER,MOEX,9,21586948000,90.89,2012
208,SBER,MOEX,12,21586948000,92.85,2012
209,SBERP,MOEX,12,1000000000,67.56,2012
210,SBER,MOEX,3,21586948000,98.77,2013
211,SBERP,MOEX,3,1000000000,75.1,2013
212,SBERP,MOEX,6,1000000000,70.05,2013
213,SBER,MOEX,6,21586948000,93.48,2013
214,SBERP,MOEX,9,1000000000,74.97,2013
215,SBER,MOEX,9,21586948000,97.73,2013
216,SBERP,MOEX,12,1000000000,79.8,2013
217,SBER,MOEX,12,21586948000,101.04,2013
218,SBERP,MOEX,3,1000000000,66.38,2014
219,SBER,MOEX,3,21586948000,82.35,2014
220,SBER,MOEX,6,21586948000,83.71,2014
221,SBERP,MOEX,6,1000000000,69.23,2014
222,SBER,MOEX,9,21586948000,76.55,2014
223,SBERP,MOEX,9,1000000000,57.64,2014
224,SBERP,MOEX,12,1000000000,37.69,2014
225,SBER,MOEX,12,21586948000,53.91,2014
226,SBERP,MOEX,3,1000000000,45.47,2015
227,SBER,MOEX,3,21586948000,62.53,2015
228,SBERP,MOEX,6,1000000000,47.98,2015
229,SBER,MOEX,6,21586948000,71.44,2015
230,SBER,MOEX,9,21586948000,75.92,2015
231,SBERP,MOEX,9,1000000000,57.65,2015
232,SBER,MOEX,12,21586948000,101.18,2015
233,SBERP,MOEX,12,1000000000,76.33,2015
234,SBERP,MOEX,3,1000000000,78.44,2016
235,SBER,MOEX,3,21586948000,109.04,2016
236,SBERP,MOEX,6,1000000000,89.6,2016
237,SBER,MOEX,6,21586948000,132.97,2016
238,SBERP,MOEX,9,1000000000,106.61,2016
239,SBER,MOEX,9,21586948000,145.69,2016
240,SBER,MOEX,12,21586948000,171.85,2016
241,SBERP,MOEX,12,1000000000,130.19,2016
242,SBER,MOEX,3,21586948000,161.03,2017
243,SBERP,MOEX,3,1000000000,121.06,2017
244,SBERP,MOEX,6,1000000000,118.26,2017
245,SBER,MOEX,6,21586948000,145.55,2017
246,SBERP,MOEX,9,1000000000,156.06,2017
247,SBER,MOEX,9,21586948000,192.23,2017
248,SBERP,MOEX,12,1000000000,190.26,2017
249,SBER,MOEX,12,21586948000,225.08,2017
250,SBERP,MOEX,3,1000000000,214.63,2018
251,SBER,MOEX,3,21586948000,253.8,2018
252,SBER,MOEX,6,21586948000,215.29,2018
253,SBERP,MOEX,6,1000000000,186.24,2018
254,SBER,MOEX,9,21586948000,202.67,2018
255,SBERP,MOEX,9,1000000000,171.15,2018
256,SBERP,MOEX,12,1000000000,165.97,2018
257,SBER,MOEX,12,21586948000,186.07,2018
258,SBERP,MOEX,3,1000000000,190.02,2019
259,SBER,MOEX,3,21586948000,216.21,2019
260,SBERP,MOEX,6,1000000000,206.5,2019
261,SBER,MOEX,6,21586948000,239.56,2019
262,SBER,MOEX,9,21586948000,227.43,2019
263,SBERP,MOEX,9,1000000000,200.72,2019
264,SBER,MOEX,12,21586948000,253.95,2019
265,SBERP,MOEX,12,1000000000,227.85,2019
266,SBERP,MOEX,3,1000000000,176.48,2020
267,SBER,MOEX,3,21586948000,186.56,2020
268,SBERP,MOEX,6,1000000000,188.79,2020
269,SBER,MOEX,6,21586948000,203.67,2020
270,SBERP,MOEX,9,1000000000,220.76,2020
271,SBER,MOEX,9,21586948000,227.24,2020
272,SBER,MOEX,12,21586948000,272.08,2020
273,SBERP,MOEX,12,1000000000,242.28,2020
274,SBER,MOEX,3,21586948000,292.04,2021
275,SBERP,MOEX,3,1000000000,271.42,2021
276,SBERP,MOEX,6,1000000000,281.11,2021
277,SBER,MOEX,6,21586948000,304.98,2021
278,SBERP,MOEX,9,1000000000,314.71,2021
279,SBER,MOEX,9,21586948000,335.97,2021
280,SBERP,MOEX,12,1000000000,278.09,2021
281,SBER,MOEX,12,21586948000,293.17,2021
282,SBERP,MOEX,3,1000000000,141.62,2022
283,SBER,MOEX,3,21586948000,140.76,2022
284,SBER,MOEX,6,21586948000,128.68,2022
285,SBERP,MOEX,6,1000000000,123.55,2022
286,SBER,MOEX,9,21586948000,109.02,2022
287,SBERP,MOEX,9,1000000000,104.65,2022
288,SBERP,MOEX,12,1000000000,140.34,2022
289,SBER,MOEX,12,21586948000,140.81,2022
290,SBERP,MOEX,3,1000000000,213.73,2023
291,SBER,MOEX,3,21586948000,214.09,2023
292,SBERP,MOEX,6,1000000000,237.31,2023
293,SBER,MOEX,6,21586948000,239.45,2023
294,SBER,MOEX,9,21586948000,260.75,2023
295,SBERP,MOEX,9,1000000000,260.38,2023
296,SBER,MOEX,12,21586948000,271.58,2023
297,SBERP,MOEX,12,1000000000,272.49,2023
298,SBERP,MOEX,3,1000000000,298.81,2024
299,SBER,MOEX,3,21586948000,298.66,2024
300,ROSN,MOEX,12,10598177817,212.3,2011
301,ROSN,MOEX,3,10598177817,209.28,2012
302,ROSN,MOEX,6,10598177817,205.41,2012
303,ROSN,MOEX,9,10598177817,209.69,2012
304,ROSN,MOEX,12,10598177817,269.5,2012
305,ROSN,MOEX,3,10598177817,238.01,2013
306,ROSN,MOEX,6,10598177817,226.07,2013
307,ROSN,MOEX,9,10598177817,262.94,2013
308,ROSN,MOEX,12,10598177817,250.04,2013
309,ROSN,MOEX,3,10598177817,232.46,2014
310,ROSN,MOEX,6,10598177817,248.17,2014
311,ROSN,MOEX,9,10598177817,231.36,2014
312,ROSN,MOEX,12,10598177817,195.45,2014
313,ROSN,MOEX,3,10598177817,249.15,2015
314,ROSN,MOEX,6,10598177817,230.2,2015
315,ROSN,MOEX,9,10598177817,243.4,2015
316,ROSN,MOEX,12,10598177817,256.15,2015
317,ROSN,MOEX,3,10598177817,305.1,2016
318,ROSN,MOEX,6,10598177817,329.1,2016
319,ROSN,MOEX,9,10598177817,347.0,2016
320,ROSN,MOEX,12,10598177817,400.1,2016
321,ROSN,MOEX,3,10598177817,324.5,2017
322,ROSN,MOEX,6,10598177817,328.0,2017
323,ROSN,MOEX,9,10598177817,320.85,2017
324,ROSN,MOEX,12,10598177817,289.85,2017
325,ROSN,MOEX,3,10598177817,315.45,2018
326,ROSN,MOEX,6,10598177817,393.75,2018
327,ROSN,MOEX,9,10598177817,488.2,2018
328,ROSN,MOEX,12,10598177817,427.95,2018
329,ROSN,MOEX,3,10598177817,409.7,2019
330,ROSN,MOEX,6,10598177817,413.8,2019
331,ROSN,MOEX,9,10598177817,420.7,2019
332,ROSN,MOEX,12,10598177817,450.6,2019
333,ROSN,MOEX,3,10598177817,313.8,2020
334,ROSN,MOEX,6,10598177817,362.8,2020
335,ROSN,MOEX,9,10598177817,385.4,2020
336,ROSN,MOEX,12,10598177817,435.9,2020
337,ROSN,MOEX,3,10598177817,570.7,2021
338,ROSN,MOEX,6,10598177817,566.8,2021
339,ROSN,MOEX,9,10598177817,616.65,2021
340,ROSN,MOEX,12,10598177817,597.8,2021
341,ROSN,MOEX,3,10598177817,419.0,2022
342,ROSN,MOEX,6,10598177817,366.65,2022
343,ROSN,MOEX,9,10598177817,257.35,2022
344,ROSN,MOEX,12,10598177817,361.75,2022
345,ROSN,MOEX,3,10598177817,380.0,2023
346,ROSN,MOEX,6,10598177817,482.3,2023
347,ROSN,MOEX,9,10598177817,535.95,2023
348,ROSN,MOEX,12,10598177817,592.35,2023
349,ROSN,MOEX,3,10598177817,565.95,2024
350,LKOH,MOEX,12,850563255,1699.5,2011
351,LKOH,MOEX,3,850563255,1790.2,2012
352,LKOH,MOEX,6,850563255,1797.9,2012
353,LKOH,MOEX,9,850563255,1927.0,2012
354,LKOH,MOEX,12,850563255,2005.9,2012
355,LKOH,MOEX,3,850563255,1998.3,2013
356,LKOH,MOEX,6,850563255,1877.2,2013
357,LKOH,MOEX,9,850563255,2064.2,2013
358,LKOH,MOEX,12,850563255,2026.4,2013
359,LKOH,MOEX,3,850563255,1932.8,2014
360,LKOH,MOEX,6,850563255,2024.6,2014
361,LKOH,MOEX,9,850563255,2020.9,2014
362,LKOH,MOEX,12,850563255,2217.4,2014
363,LKOH,MOEX,3,850563255,2674.5,2015
364,LKOH,MOEX,6,850563255,2448.8,2015
365,LKOH,MOEX,9,850563255,2260.8,2015
366,LKOH,MOEX,12,850563255,2352.6,2015
367,LKOH,MOEX,3,850563255,2598.0,2016
368,LKOH,MOEX,6,850563255,2680.5,2016
369,LKOH,MOEX,9,850563255,3074.5,2016
370,LKOH,MOEX,12,850563255,3428.5,2016
371,LKOH,MOEX,3,850563255,2986.5,2017
372,LKOH,MOEX,6,850563255,2886.5,2017
373,LKOH,MOEX,9,850563255,3061.5,2017
374,LKOH,MOEX,12,850563255,3319.5,2017
375,LKOH,MOEX,3,850563255,3980.5,2018
376,LKOH,MOEX,6,850563255,4307.0,2018
377,LKOH,MOEX,9,850563255,4988.5,2018
378,LKOH,MOEX,12,750000000,4985.5,2018
379,LKOH,MOEX,3,750000000,5872.5,2019
380,LKOH,MOEX,6,750000000,5339.5,2019
381,LKOH,MOEX,9,715000000,5406.5,2019
382,LKOH,MOEX,12,715000000,6161.5,2019
383,LKOH,MOEX,3,692865762,4630.5,2020
384,LKOH,MOEX,6,692865762,5319.5,2020
385,LKOH,MOEX,9,692865762,4484.5,2020
386,LKOH,MOEX,12,692865762,5182.0,2020
387,LKOH,MOEX,3,692865762,6124.0,2021
388,LKOH,MOEX,6,692865762,6724.0,2021
389,LKOH,MOEX,9,692865762,6937.0,2021
390,LKOH,MOEX,12,692865762,6550.5,2021
391,LKOH,MOEX,3,692865762,5333.0,2022
392,LKOH,MOEX,6,692865762,3962.0,2022
393,LKOH,MOEX,9,692865762,3889.5,2022
394,LKOH,MOEX,12,692865762,4056.5,2022
395,LKOH,MOEX,3,692865762,4331.5,2023
396,LKOH,MOEX,6,692865762,5099.0,2023
397,LKOH,MOEX,9,692865762,6654.5,2023
398,LKOH,MOEX,12,692865762,6755.0,2023
399,LKOH,MOEX,3,692865762,7529.5,2024
400,NVTK,MOEX,12,3036306000,388.57,2011
401,NVTK,MOEX,3,3036306000,389.76,2012
402,NVTK,MOEX,6,3036306000,320.93,2012
403,NVTK,MOEX,9,3036306000,351.11,2012
404,NVTK,MOEX,12,3036306000,345.62,2012
405,NVTK,MOEX,3,3036306000,315.13,2013
406,NVTK,MOEX,6,3036306000,348.87,2013
407,NVTK,MOEX,9,3036306000,385.06,2013
408,NVTK,MOEX,12,3036306000,401.22,2013
409,NVTK,MOEX,3,3036306000,348.43,2014
410,NVTK,MOEX,6,3036306000,417.69,2014
411,NVTK,MOEX,9,3036306000,406.13,2014
412,NVTK,MOEX,12,3036306000,436.0,2014
413,NVTK,MOEX,3,3036306000,428.4,2015
414,NVTK,MOEX,6,3036306000,557.7,2015
415,NVTK,MOEX,9,3036306000,598.8,2015
416,NVTK,MOEX,12,3036306000,595.4,2015
417,NVTK,MOEX,3,3036306000,600.1,2016
418,NVTK,MOEX,6,3036306000,645.3,2016
419,NVTK,MOEX,9,3036306000,678.5,2016
420,NVTK,MOEX,12,3036306000,783.5,2016
421,NVTK,MOEX,3,3036306000,707.7,2017
422,NVTK,MOEX,6,3036306000,648.0,2017
423,NVTK,MOEX,9,3036306000,658.7,2017
424,NVTK,MOEX,12,3036306000,674.6,2017
425,NVTK,MOEX,3,3036306000,742.6,2018
426,NVTK,MOEX,6,3036306000,858.6,2018
427,NVTK,MOEX,9,3036306000,1150.7,2018
428,NVTK,MOEX,12,3036306000,1130.1,2018
429,NVTK,MOEX,3,3036306000,1068.0,2019
430,NVTK,MOEX,6,3036306000,1339.4,2019
431,NVTK,MOEX,9,3036306000,1327.2,2019
432,NVTK,MOEX,12,3036306000,1262.6,2019
433,NVTK,MOEX,3,3036306000,907.0,2020
434,NVTK,MOEX,6,3036306000,1024.6,2020
435,NVTK,MOEX,9,3036306000,1066.6,2020
436,NVTK,MOEX,12,3036306000,1256.2,2020
437,NVTK,MOEX,3,3036306000,1494.0,2021
438,NVTK,MOEX,6,3036306000,1577.0,2021
439,NVTK,MOEX,9,3036306000,1909.2,2021
440,NVTK,MOEX,12,3036306000,1728.4,2021
441,NVTK,MOEX,3,3036306000,1451.4,2022
442,NVTK,MOEX,6,3036306000,1014.6,2022
443,NVTK,MOEX,9,3036306000,957.0,2022
444,NVTK,MOEX,12,3036306000,1067.6,2022
445,NVTK,MOEX,3,3036306000,1144.8,2023
446,NVTK,MOEX,6,3036306000,1329.2,2023
447,NVTK,MOEX,9,3036306000,1653.6,2023
448,NVTK,MOEX,12,3036306000,1465.0,2023
449,NVTK,MOEX,3,3036306000,1321.6,2024
450,GAZP,MOEX,12,23673512900,171.33,2011
451,GAZP,MOEX,3,23673512900,180.75,2012
452,GAZP,MOEX,6,23673512900,153.43,2012
453,GAZP,MOEX,9,23673512900,157.86,2012
454,GAZP,MOEX,12,23673512900,144.32,2012
455,GAZP,MOEX,3,23673512900,133.76,2013
456,GAZP,MOEX,6,23673512900,108.03,2013
457,GAZP,MOEX,9,23673512900,144.01,2013
458,GAZP,MOEX,12,23673512900,138.81,2013
459,GAZP,MOEX,3,23673512900,133.47,2014
460,GAZP,MOEX,6,23673512900,148.09,2014
461,GAZP,MOEX,9,23673512900,137.38,2014
462,GAZP,MOEX,12,23673512900,131.48,2014
463,GAZP,MOEX,3,23673512900,138.2,2015
464,GAZP,MOEX,6,23673512900,144.26,2015
465,GAZP,MOEX,9,23673512900,134.72,2015
466,GAZP,MOEX,12,23673512900,136.25,2015
467,GAZP,MOEX,3,23673512900,147.03,2016
468,GAZP,MOEX,6,23673512900,140.39,2016
469,GAZP,MOEX,9,23673512900,135.04,2016
470,GAZP,MOEX,12,23673512900,153.56,2016
471,GAZP,MOEX,3,23673512900,127.85,2017
472,GAZP,MOEX,6,23673512900,119.13,2017
473,GAZP,MOEX,9,23673512900,122.14,2017
474,GAZP,MOEX,12,23673512900,129.87,2017
475,GAZP,MOEX,3,23673512900,142.66,2018
476,GAZP,MOEX,6,23673512900,140.24,2018
477,GAZP,MOEX,9,23673512900,162.14,2018
478,GAZP,MOEX,12,23673512900,153.3,2018
479,GAZP,MOEX,3,23673512900,150.07,2019
480,GAZP,MOEX,6,23673512900,233.64,2019
481,GAZP,MOEX,9,23673512900,226.87,2019
482,GAZP,MOEX,12,23673512900,256.72,2019
483,GAZP,MOEX,3,23673512900,181.23,2020
484,GAZP,MOEX,6,23673512900,195.5,2020
485,GAZP,MOEX,9,23673512900,170.88,2020
486,GAZP,MOEX,12,23673512900,212.24,2020
487,GAZP,MOEX,3,23673512900,226.03,2021
488,GAZP,MOEX,6,23673512900,279.82,2021
489,GAZP,MOEX,9,23673512900,362.25,2021
490,GAZP,MOEX,12,23673512900,341.21,2021
491,GAZP,MOEX,3,23673512900,235.53,2022
492,GAZP,MOEX,6,23673512900,226.33,2022
493,GAZP,MOEX,9,23673512900,222.09,2022
494,GAZP,MOEX,12,23673512900,162.72,2022
495,GAZP,MOEX,3,23673512900,169.91,2023
496,GAZP,MOEX,6,23673512900,166.88,2023
497,GAZP,MOEX,9,23673512900,168.37,2023
498,GAZP,MOEX,12,23673512900,160.11,2023
499,GAZP,MOEX,3,23673512900,157.16,2024
500,SIBN,MOEX,12,4741299639,149.57,2011
501,SIBN,MOEX,3,4741299639,155.4,2012
502,SIBN,MOEX,6,4741299639,147.49,2012
503,SIBN,MOEX,9,4741299639,151.64,2012
504,SIBN,MOEX,12,4741299639,142.19,2012
505,SIBN,MOEX,3,4741299639,131.17,2013
506,SIBN,MOEX,6,4741299639,117.4,2013
507,SIBN,MOEX,9,4741299639,141.94,2013
508,SIBN,MOEX,12,4741299639,147.6,2013
509,SIBN,MOEX,3,4741299639,144.81,2014
510,SIBN,MOEX,6,4741299639,149.58,2014
511,SIBN,MOEX,9,4741299639,143.35,2014
512,SIBN,MOEX,12,4741299639,140.9,2014
513,SIBN,MOEX,3,4741299639,158.5,2015
514,SIBN,MOEX,6,4741299639,135.9,2015
515,SIBN,MOEX,9,4741299639,146.0,2015
516,SIBN,MOEX,12,4741299639,153.65,2015
517,SIBN,MOEX,3,4741299639,151.15,2016
518,SIBN,MOEX,6,4741299639,161.65,2016
519,SIBN,MOEX,9,4741299639,177.05,2016
520,SIBN,MOEX,12,4741299639,216.05,2016
521,SIBN,MOEX,3,4741299639,203.65,2017
522,SIBN,MOEX,6,4741299639,182.55,2017
523,SIBN,MOEX,9,4741299639,226.85,2017
524,SIBN,MOEX,12,4741299639,245.1,2017
525,SIBN,MOEX,3,4741299639,296.55,2018
526,SIBN,MOEX,6,4741299639,320.8,2018
527,SIBN,MOEX,9,4741299639,366.3,2018
528,SIBN,MOEX,12,4741299639,345.7,2018
529,SIBN,MOEX,3,4741299639,323.9,2019
530,SIBN,MOEX,6,4741299639,400.35,2019
531,SIBN,MOEX,9,4741299639,423.45,2019
532,SIBN,MOEX,12,4741299639,420.75,2019
533,SIBN,MOEX,3,4741299639,299.35,2020
534,SIBN,MOEX,6,4741299639,331.85,2020
535,SIBN,MOEX,9,4741299639,293.65,2020
536,SIBN,MOEX,12,4741299639,317.95,2020
537,SIBN,MOEX,3,4741299639,372.35,2021
538,SIBN,MOEX,6,4741299639,430.45,2021
539,SIBN,MOEX,9,4741299639,477.75,2021
540,SIBN,MOEX,12,4741299639,541.6,2021
541,SIBN,MOEX,3,4741299639,441.9,2022
